document_id,title,forename,surname,pubyear,gender,genre
281,Life of Walter Scott, John Gibson,Lockhart,1870-01-01,m,non-fiction
281,Life of Walter Scott, John Gibson,Lockhart,1870-01-01,m,biography and autobiography
282,Some friends of mine, Edward Verrall,Lucas,01/01/1909,m,non-fiction
282,Some friends of mine, Edward Verrall,Lucas,01/01/1909,m,essays and journals
282,Some friends of mine, Edward Verrall,Lucas,01/01/1909,m,biography and autobiography
283,Wayfaring men, Edna,Lyall,1897-01-01,f,fiction
283,Wayfaring men, Edna,Lyall,1897-01-01,f,romance
284,English prose (1137-1890), John Matthews,Manly,01/01/1909,m,fiction
284,English prose (1137-1890), John Matthews,Manly,01/01/1909,m,anthology
285,Edinburgh, Rosaline Orme,Masson,01/01/1910,f,non-fiction
285,Edinburgh, Rosaline Orme,Masson,01/01/1910,f,history
286,Diary of a summer in Europe,,Porte,1866-01-01,m,non-fiction
286,Diary of a summer in Europe,,Porte,1866-01-01,m,travel
287,Hill-side and border sketches, William Hamilton,Maxwell,1847-01-01,m,non-fiction
287,Hill-side and border sketches, William Hamilton,Maxwell,1847-01-01,m,essays and journals
288,St. Paul's to St. Sophia, Richard,McCormick,1860-01-01,m,non-fiction
288,St. Paul's to St. Sophia, Richard,McCormick,1860-01-01,m,travel
290,My schools and schoolmasters, Hugh,Miller,1854-01-01,m,non-fiction
290,My schools and schoolmasters, Hugh,Miller,1854-01-01,m,biography and autobiography
291,Tales and sketches, Hugh,Miller,1863-01-01,m,non-fiction
291,Tales and sketches, Hugh,Miller,1863-01-01,m,essays and journals
292,Rambles in Europe, Daniel,Miller,01/01/1911,m,non-fiction
292,Rambles in Europe, Daniel,Miller,01/01/1911,m,travel
293,"Edinburgh and its neighbourhood, geological & historical", Hugh,Miller,1863-01-01,m,non-fiction
293,"Edinburgh and its neighbourhood, geological & historical", Hugh,Miller,1863-01-01,m,history
295,Song and scenery, James Clement,Moffat,1874-01-01,m,non-fiction
295,Song and scenery, James Clement,Moffat,1874-01-01,m,travel
296,The X jewel, Frederick Charles,Moncreiff,1896-01-01,m,fiction
296,The X jewel, Frederick Charles,Moncreiff,1896-01-01,m,historical fiction
296,The X jewel, Frederick Charles,Moncreiff,1896-01-01,m,romance
297,"Memoirs, journals, and correspondence of Thomas Moore, vol. 8", John,Russell,1856-01-01,m,non-fiction
297,"Memoirs, journals, and correspondence of Thomas Moore, vol. 8", Thomas,Moore,1856-01-01,m,non-fiction
297,"Memoirs, journals, and correspondence of Thomas Moore, vol. 8", John,Russell,1856-01-01,m,letters and diaries
297,"Memoirs, journals, and correspondence of Thomas Moore, vol. 8", Thomas,Moore,1856-01-01,m,letters and diaries
297,"Memoirs, journals, and correspondence of Thomas Moore, vol. 8", John,Russell,1856-01-01,m,biography and autobiography
297,"Memoirs, journals, and correspondence of Thomas Moore, vol. 8", Thomas,Moore,1856-01-01,m,biography and autobiography
298,A year in Europe, Walter William,Moore,01/01/1905,m,non-fiction
298,A year in Europe, Walter William,Moore,01/01/1905,m,travel
299,"Memoirs, journals, and correspondence of Thomas Moore, vol. 5", John,Russell,1853-01-01,m,non-fiction
299,"Memoirs, journals, and correspondence of Thomas Moore, vol. 5", Thomas,Moore,1853-01-01,m,non-fiction
299,"Memoirs, journals, and correspondence of Thomas Moore, vol. 5", John,Russell,1853-01-01,m,letters and diaries
299,"Memoirs, journals, and correspondence of Thomas Moore, vol. 5", Thomas,Moore,1853-01-01,m,letters and diaries
299,"Memoirs, journals, and correspondence of Thomas Moore, vol. 5", John,Russell,1853-01-01,m,biography and autobiography
299,"Memoirs, journals, and correspondence of Thomas Moore, vol. 5", Thomas,Moore,1853-01-01,m,biography and autobiography
300,The footpath and highway, Benjamin,Moran,1853-01-01,m,non-fiction
300,The footpath and highway, Benjamin,Moran,1853-01-01,m,travel
301,Pipefuls, Edward Sandford,Martin,01/01/1920,m,fiction
301,Pipefuls, Christopher,Morley,01/01/1920,m,fiction
301,Pipefuls, Edward Sandford,Martin,01/01/1920,m,short stories
301,Pipefuls, Christopher,Morley,01/01/1920,m,short stories
302,Shandygaff, Christopher,Morley,01/01/1918,m,fiction
302,Shandygaff, Christopher,Morley,01/01/1918,m,short stories
303,The modern Athens, Robert,Mudie,1825-01-01,m,non-fiction
303,The modern Athens, Robert,Mudie,1825-01-01,m,travel
304,John Splendid, Neil,Munro,1898-01-01,m,fiction
304,John Splendid, Neil,Munro,1898-01-01,m,historical fiction
304,John Splendid, Neil,Munro,1898-01-01,m,war fiction
305,Selection from the correspondence of the late Macvey Napier, Macvey,Napier,1879-01-01,m,non-fiction
305,Selection from the correspondence of the late Macvey Napier, Macvey,Napier,1879-01-01,m,letters and diaries
306,Sketches of continental Europe and Great Britain, William Whiting,Newell,1859-01-01,m,non-fiction
306,Sketches of continental Europe and Great Britain, William Whiting,Newell,1859-01-01,m,travel
307,"European Leaflets, for Young Ladies",,Evangeline,1861-01-01,f,non-fiction
307,"European Leaflets, for Young Ladies",,Evangeline,1861-01-01,f,travel
308,Addresses and letters of travel, Emma M.,Nye,01/01/1908,f,non-fiction
308,Addresses and letters of travel, Stephen Girard,Nye,01/01/1908,m,non-fiction
308,Addresses and letters of travel, Emma M.,Nye,01/01/1908,f,travel
308,Addresses and letters of travel, Stephen Girard,Nye,01/01/1908,m,travel
309,World war at its climax, Edward H.,O'Hara,01/01/1922,m,fiction
309,World war at its climax, Edward H.,O'Hara,01/01/1922,m,war fiction
310,The laird of Norlaw, Margaret,Oliphant,1858-01-01,f,fiction
310,The laird of Norlaw, Margaret,Oliphant,1858-01-01,f,classic fiction
310,The laird of Norlaw, Margaret,Oliphant,1858-01-01,f,historical fiction
311,The autobiography and letters of Mrs. M.O.W. Oliphant, Mrs Harry,Coghill,1899-01-01,f,non-fiction
311,The autobiography and letters of Mrs. M.O.W. Oliphant, Margaret,Oliphant,1899-01-01,f,non-fiction
311,The autobiography and letters of Mrs. M.O.W. Oliphant, Mrs Harry,Coghill,1899-01-01,f,biography and autobiography
311,The autobiography and letters of Mrs. M.O.W. Oliphant, Margaret,Oliphant,1899-01-01,f,biography and autobiography
311,The autobiography and letters of Mrs. M.O.W. Oliphant, Mrs Harry,Coghill,1899-01-01,f,letters and diaries
311,The autobiography and letters of Mrs. M.O.W. Oliphant, Margaret,Oliphant,1899-01-01,f,letters and diaries
312,Shamrock and Thistle, Oliver,Optic,1868-01-01,m,non-fiction
312,Shamrock and Thistle, Oliver,Optic,1868-01-01,m,travel
312,Shamrock and Thistle, Oliver,Optic,1868-01-01,m,adventure
313,The man in the corner, Baroness Emma,Orczy,01/01/1909,f,fiction
313,The man in the corner, Baroness Emma,Orczy,01/01/1909,f,crime and mystery
314,When winter comes to Main street, Grant Martin,Overton,01/01/1922,m,non-fiction
314,When winter comes to Main street, Grant Martin,Overton,01/01/1922,m,essays and journals
316,Rambles in America, Alfred J.,Pairpoint,1891-01-01,m,non-fiction
316,Rambles in America, Alfred J.,Pairpoint,1891-01-01,m,travel
317,Four years in the Old world, Phoebe,Palmer,1866-01-01,f,non-fiction
317,Four years in the Old world, Phoebe,Palmer,1866-01-01,f,travel
318,Wandering thoughts and wandering steps, Mrs William,Parker,1880-01-01,f,non-fiction
318,Wandering thoughts and wandering steps, Mrs William,Parker,1880-01-01,f,travel
319,Little memoirs of the eighteenth century, George,Paston,01/01/1901,m,non-fiction
319,Little memoirs of the eighteenth century, George,Paston,01/01/1901,m,biography and autobiography
319,Little memoirs of the eighteenth century, George,Paston,01/01/1901,m,essays and journals
320,Reminiscences of European travel, Andrew Preston,Peabody,1868-01-01,m,non-fiction
320,Reminiscences of European travel, Andrew Preston,Peabody,1868-01-01,m,travel
321,"The Black Watch, vol. 1", Andrew,Picken,1834-01-01,m,fiction
321,"The Black Watch, vol. 1", Andrew,Picken,1834-01-01,m,historical fiction
321,"The Black Watch, vol. 1", Andrew,Picken,1834-01-01,m,adventure
322,"The Black Watch, vol. 3", Andrew,Picken,1834-01-01,m,fiction
322,"The Black Watch, vol. 3", Andrew,Picken,1834-01-01,m,historical fiction
322,"The Black Watch, vol. 3", Andrew,Picken,1834-01-01,m,adventure
323,A southerner in Europe, Clarence Hamilton,Poe,01/01/1908,m,non-fiction
323,A southerner in Europe, Clarence Hamilton,Poe,01/01/1908,m,travel
324,Diary of the late Rajah of Kolhapoor, Edward W.,West,1872-01-01,m,non-fiction
324,Diary of the late Rajah of Kolhapoor, Rajah Ram,Chuttraputtee,1872-01-01,m,non-fiction
324,Diary of the late Rajah of Kolhapoor, Edward W.,West,1872-01-01,m,letters and diaries
324,Diary of the late Rajah of Kolhapoor, Rajah Ram,Chuttraputtee,1872-01-01,m,letters and diaries
324,Diary of the late Rajah of Kolhapoor, Edward W.,West,1872-01-01,m,travel
324,Diary of the late Rajah of Kolhapoor, Rajah Ram,Chuttraputtee,1872-01-01,m,travel
325,Nineteenth century letters, Byron Johnson,Rees,01/01/1919,m,non-fiction
325,Nineteenth century letters, Byron Johnson,Rees,01/01/1919,m,anthology
325,Nineteenth century letters, Byron Johnson,Rees,01/01/1919,m,letters and diaries
326,We four, Laura L.,Rees,1880-01-01,f,non-fiction
326,We four, Laura L.,Rees,1880-01-01,f,travel
327,"Diary, reminiscences, and correspondence of Henry Crabb Robinson", Henry Crabb,Robinson,1869-01-01,m,non-fiction
327,"Diary, reminiscences, and correspondence of Henry Crabb Robinson", Henry Crabb,Robinson,1869-01-01,m,letters and diaries
327,"Diary, reminiscences, and correspondence of Henry Crabb Robinson", Henry Crabb,Robinson,1869-01-01,m,biography and autobiography
328,Travels in Europe and Northern Africa, Mrs William G.,Rose,01/01/1901,f,non-fiction
328,Travels in Europe and Northern Africa, Mrs William G.,Rose,01/01/1901,f,travel
329,Eight journeys abroad, Mary D. Richardson,Rosengarten,01/01/1917,f,non-fiction
329,Eight journeys abroad, Mary D. Richardson,Rosengarten,01/01/1917,f,travel
330,European days and ways, James Fowler,Rusling,01/01/1902,m,non-fiction
330,European days and ways, James Fowler,Rusling,01/01/1902,m,travel
331,Library notes, Addison Peale,Russell,1875-01-01,m,non-fiction
331,Library notes, Addison Peale,Russell,1875-01-01,m,essays and journals
332,"The Itinerant, in Scotland", Samuel Williams,Ryley,1827-01-01,m,non-fiction
332,"The Itinerant, in Scotland", Samuel Williams,Ryley,1827-01-01,m,adventure
332,"The Itinerant, in Scotland", Samuel Williams,Ryley,1827-01-01,m,travel
333,The road to Dumbiedykes, Alvin Howard,Sanders,01/01/1916,m,non-fiction
333,The road to Dumbiedykes, Alvin Howard,Sanders,01/01/1916,m,essays and journals
334,Journal of a lady of quality, Evangeline Walker (intro.),Andrews,01/01/1921,f,non-fiction
334,Journal of a lady of quality, Janet,Schaw,01/01/1921,f,non-fiction
334,Journal of a lady of quality, Evangeline Walker (intro.),Andrews,01/01/1921,f,letters and diaries
334,Journal of a lady of quality, Janet,Schaw,01/01/1921,f,letters and diaries
334,Journal of a lady of quality, Evangeline Walker (intro.),Andrews,01/01/1921,f,travel
334,Journal of a lady of quality, Janet,Schaw,01/01/1921,f,travel
338,Guy Mannering, Walter,Scott,1815-01-01,m,fiction
338,Guy Mannering, Walter,Scott,1815-01-01,m,historical fiction
340,The Journal of Walter Scott, Walter,Scott,1890-01-01,m,non-fiction
340,The Journal of Walter Scott, Walter,Scott,1890-01-01,m,letters and diaries
341,The Fortunes of Nigel, Walter,Scott,1822-01-01,m,fiction
341,The Fortunes of Nigel, Walter,Scott,1822-01-01,m,historical fiction
341,The Fortunes of Nigel, Walter,Scott,1822-01-01,m,adventure
343,The Pirate, Walter,Scott,1822-01-01,m,fiction
343,The Pirate, Walter,Scott,1822-01-01,m,historical fiction
343,The Pirate, Walter,Scott,1822-01-01,m,adventure
344,Five months abroad, James Edmund,Scripps,1882-01-01,m,non-fiction
344,Five months abroad, James Edmund,Scripps,1882-01-01,m,letters and diaries
345,Crusading with Knights templar, David W.,Semple,1879-01-01,m,non-fiction
345,Crusading with Knights templar, David W.,Semple,1879-01-01,m,travel
345,Crusading with Knights templar, David W.,Semple,1879-01-01,m,letters and diaries
346,Days of the past, Alexander Innes,Shand,01/01/1905,m,non-fiction
346,Days of the past, Alexander Innes,Shand,01/01/1905,m,essays and journals
347,"A Journal of Travels in England, Holland and Scotland, vol. 3", Benjamin,Silliman,1812-01-01,m,non-fiction
347,"A Journal of Travels in England, Holland and Scotland, vol. 3", Benjamin,Silliman,1812-01-01,m,travel
348,Our trip to Europe, Irene,Simmonds,01/01/1917,f,non-fiction
348,Our trip to Europe, Irene,Simmonds,01/01/1917,f,travel
349,"Journal of a Tour and Residence in Great Britain, vol. 2", Louis,Simond,1815-01-01,m,non-fiction
349,"Journal of a Tour and Residence in Great Britain, vol. 2", Louis,Simond,1815-01-01,m,travel
349,"Journal of a Tour and Residence in Great Britain, vol. 2", Louis,Simond,1815-01-01,m,essays and journals
350,Reminiscences of childhood at Inverkeithing, James,Simson,1882-01-01,m,non-fiction
350,Reminiscences of childhood at Inverkeithing, James,Simson,1882-01-01,m,autobiography
351,Holiday House, Catherine,Sinclair,1839-01-01,f,fiction
351,Holiday House, Catherine,Sinclair,1839-01-01,f,children's fiction
352,Modern Accomplishments, Catherine,Sinclair,1836-01-01,f,fiction
352,Modern Accomplishments, Catherine,Sinclair,1836-01-01,f,sagas
353,Modern Society, Catherine,Sinclair,1837-01-01,f,fiction
353,Modern Society, Catherine,Sinclair,1837-01-01,f,romance
353,Modern Society, Catherine,Sinclair,1837-01-01,f,sagas
354,"Modern Flirtations, vol. 2", Catherine,Sinclair,1841-01-01,f,fiction
354,"Modern Flirtations, vol. 2", Catherine,Sinclair,1841-01-01,f,romance
355,Allan Ramsay, William Henry Oliphant,Smeaton,1896-01-01,m,non-fiction
355,Allan Ramsay, William Henry Oliphant,Smeaton,1896-01-01,m,biography and autobiography
356,Autobiography of Samuel Smiles, Thomas,Mackay,01/01/1905,m,non-fiction
356,Autobiography of Samuel Smiles, Samuel,Smiles,01/01/1905,m,non-fiction
356,Autobiography of Samuel Smiles, Thomas,Mackay,01/01/1905,m,biography and autobiography
356,Autobiography of Samuel Smiles, Samuel,Smiles,01/01/1905,m,biography and autobiography
357,A summer's jaunt across the water, John Jay,Smith,1846-01-01,m,non-fiction
357,A summer's jaunt across the water, John Jay,Smith,1846-01-01,m,travel
358,From Occident to Orient, William,Smith,1896-01-01,m,non-fiction
358,From Occident to Orient, William,Smith,1896-01-01,m,travel
359,Dreamthorp, Alexander,Smith,1863-01-01,m,non-fiction
359,Dreamthorp, Alexander,Smith,1863-01-01,m,essays and journals
359,Dreamthorp, Alexander,Smith,1863-01-01,m,short stories
360,Last leaves, Alexander,Smith,1868-01-01,m,non-fiction
360,Last leaves, Alexander,Smith,1868-01-01,m,essays and journals
361,A summer across the sea, James Henry,Snowden,01/01/1908,m,non-fiction
361,A summer across the sea, James Henry,Snowden,01/01/1908,m,travel
362,Eight lands in eight weeks, Marcia Penfield,Snyder,01/01/1911,f,non-fiction
362,Eight lands in eight weeks, Marcia Penfield,Snyder,01/01/1911,f,travel
363,Wayside notes and fireside thoughts,,Eudora,1884-01-01,f,non-fiction
363,Wayside notes and fireside thoughts,,Eudora,1884-01-01,f,travel
363,Wayside notes and fireside thoughts,,Eudora,1884-01-01,f,essays and journals
365,Mr Peters, Riccardo,Stephens,1897-01-01,m,fiction
365,Mr Peters, Riccardo,Stephens,1897-01-01,m,adventure
365,Mr Peters, Riccardo,Stephens,1897-01-01,m,crime and mystery
366,"Letters and Miscellanies of Robert Louis Stevenson, new letters", Robert Louis,Stevenson,01/01/1912,m,non-fiction
366,"Letters and Miscellanies of Robert Louis Stevenson, new letters", Robert Louis,Stevenson,01/01/1912,m,letters and diaries
367,The Misadventures of John Nicholson, Robert Louis,Stevenson,1887-01-01,m,fiction
367,The Misadventures of John Nicholson, Robert Louis,Stevenson,1887-01-01,m,adventure
367,The Misadventures of John Nicholson, Robert Louis,Stevenson,1887-01-01,m,short stories
368,"Virginibus puerisque, and other papers", Robert Louis,Stevenson,1881-01-01,m,non-fiction
368,"Virginibus puerisque, and other papers", Robert Louis,Stevenson,1881-01-01,m,essays and journals
369,St. Ives, Robert Louis,Stevenson,1897-01-01,m,fiction
369,St. Ives, Robert Louis,Stevenson,1897-01-01,m,adventure
370,"Letters and Miscellanies of Robert Louis Stevenson, vol.2", Robert Louis,Stevenson,01/01/1903,m,non-fiction
370,"Letters and Miscellanies of Robert Louis Stevenson, vol.2", Robert Louis,Stevenson,01/01/1903,m,letters and diaries
371,Across the plains with other memories and essays, Robert Louis,Stevenson,1896-01-01,m,non-fiction
371,Across the plains with other memories and essays, Robert Louis,Stevenson,1896-01-01,m,travel
371,Across the plains with other memories and essays, Robert Louis,Stevenson,1896-01-01,m,essays and journals
373,The Body Snatcher, Robert Louis,Stevenson,1884-01-01,m,fiction
373,The Body Snatcher, Robert Louis,Stevenson,1884-01-01,m,short stories
374,Sights and scenes in Europe, William,Stevenson,1882-01-01,m,non-fiction
374,Sights and scenes in Europe, William,Stevenson,1882-01-01,m,travel
375,Essays by Robert Louis Stevenson, Robert Louis,Stevenson,1892-01-01,m,non-fiction
375,Essays by Robert Louis Stevenson, Robert Louis,Stevenson,1892-01-01,m,essays and journals
376,Memories and portraits, Robert Louis,Stevenson,1887-01-01,m,non-fiction
376,Memories and portraits, Robert Louis,Stevenson,1887-01-01,m,essays and journals
377,The Master of Ballantrae, Robert Louis,Stevenson,1889-01-01,m,fiction
377,The Master of Ballantrae, Robert Louis,Stevenson,1889-01-01,m,war fiction
378,"Lay morals, and other papers", Robert Louis,Stevenson,01/01/1911,m,non-fiction
378,"Lay morals, and other papers", Robert Louis,Stevenson,01/01/1911,m,essays and journals
379,"Letters and Miscellanies of Robert Louis Stevenson, vol.1", Robert Louis,Stevenson,01/01/1903,m,non-fiction
379,"Letters and Miscellanies of Robert Louis Stevenson, vol.1", Robert Louis,Stevenson,01/01/1903,m,letters and diaries
380,A winter jaunt through historic lands, Milton Henry,Stine,1890-01-01,m,non-fiction
380,A winter jaunt through historic lands, Milton Henry,Stine,1890-01-01,m,travel
381,"Sunny memories of foreign lands, vol. 1", Harriet Beecher,Stowe,1854-01-01,f,non-fiction
381,"Sunny memories of foreign lands, vol. 1", Harriet Beecher,Stowe,1854-01-01,f,travel
382,Sheila, Annie Shepherd,Swan,1899-01-01,f,fiction
382,Sheila, Annie Shepherd,Swan,1899-01-01,f,adventure
382,Sheila, Annie Shepherd,Swan,1899-01-01,f,romance
383,Highways of travel, Margaret Jane Mussey,Sweat,1859-01-01,f,non-fiction
383,Highways of travel, Margaret Jane Mussey,Sweat,1859-01-01,f,travel
384,Bohemian days, Clara Moyse,Tadlock,1889-01-01,f,non-fiction
384,Bohemian days, Clara Moyse,Tadlock,1889-01-01,f,travel
385,Crumbs swept up, Thomas de Witt,Talmage,1870-01-01,m,non-fiction
385,Crumbs swept up, Thomas de Witt,Talmage,1870-01-01,m,essays and journals
385,Crumbs swept up, Thomas de Witt,Talmage,1870-01-01,m,short stories
386,The British isles through an opera glass, Charles Maus,Taylor,1899-01-01,m,non-fiction
386,The British isles through an opera glass, Charles Maus,Taylor,1899-01-01,m,travel
387,Beaten paths, Ella W.,Thompson,1874-01-01,f,non-fiction
387,Beaten paths, Ella W.,Thompson,1874-01-01,f,travel
388,From the Thames to the Trosachs, Jesse Lyman (intro.),Hurlbut,1890-01-01,m,non-fiction
388,From the Thames to the Trosachs, Mrs E. H.,Thompson,1890-01-01,f,non-fiction
388,From the Thames to the Trosachs, Jesse Lyman (intro.),Hurlbut,1890-01-01,m,travel
388,From the Thames to the Trosachs, Mrs E. H.,Thompson,1890-01-01,f,travel
389,Men and Manners in Britain, Grant,Thorburn,1834-01-01,m,non-fiction
389,Men and Manners in Britain, Grant,Thorburn,1834-01-01,m,travel
390,My college days, Robert,Tomes,1880-01-01,m,non-fiction
390,My college days, Robert,Tomes,1880-01-01,m,biography and autobiography
391,The British isles, Everett Titsworth,Tomlinson,01/01/1909,m,non-fiction
391,The British isles, Everett Titsworth,Tomlinson,01/01/1909,m,travel
391,The British isles, Everett Titsworth,Tomlinson,01/01/1909,m,history
392,Shaking hands with England, Charles Hanson,Towne,01/01/1919,m,non-fiction
392,Shaking hands with England, Charles Hanson,Towne,01/01/1919,m,travel
393,Ghosts I have seen and other psychic experiences, Violet,Tweedale,01/01/1919,f,non-fiction
393,Ghosts I have seen and other psychic experiences, Violet,Tweedale,01/01/1919,f,horror and ghost stories
394,"Notes of a ramble through France, Italy, Switzerland, Germany, Holland, and Belgium",,Anon.,1836-01-01,u,non-fiction
394,"Notes of a ramble through France, Italy, Switzerland, Germany, Holland, and Belgium",,Anon.,1836-01-01,u,travel
394,"Notes of a ramble through France, Italy, Switzerland, Germany, Holland, and Belgium",,Anon.,1836-01-01,u,history
399,Heads and Tales, Adam,White,1870-01-01,m,non-fiction
399,Heads and Tales, Adam,White,1870-01-01,m,essays and journals
400,Carrie F. Butler Thwing, Charles Franklin,Thwing,1899-01-01,m,non-fiction
400,Carrie F. Butler Thwing, Charles Franklin,Thwing,1899-01-01,m,essays and journals
400,Carrie F. Butler Thwing, Charles Franklin,Thwing,1899-01-01,m,biography and autobiography
402,Old sights with new eyes,,A Yankee,1854-01-01,u,non-fiction
402,Old sights with new eyes, Robert (intro.),Baird,1854-01-01,m,non-fiction
402,Old sights with new eyes,,Yankee,1854-01-01,u,non-fiction
402,Old sights with new eyes,,A Yankee,1854-01-01,u,fiction
402,Old sights with new eyes, Robert (intro.),Baird,1854-01-01,m,fiction
402,Old sights with new eyes,,Yankee,1854-01-01,u,fiction
403,"The library of choice literature, vol. 1", Ainsworth Rand,Spofford,1881-01-01,m,non-fiction
403,"The library of choice literature, vol. 1", Ainsworth Rand,Spofford,1881-01-01,m,anthology
404,Around the world, John,Vanderslice,1876-01-01,m,non-fiction
404,Around the world, John,Vanderslice,1876-01-01,m,travel
405,Leaves from the journal of our life in the Highlands, Arthur,Helps,1868-01-01,m,non-fiction
405,Leaves from the journal of our life in the Highlands, Queen,Victoria,1868-01-01,f,non-fiction
405,Leaves from the journal of our life in the Highlands, Arthur,Helps,1868-01-01,m,travel
405,Leaves from the journal of our life in the Highlands, Queen,Victoria,1868-01-01,f,travel
405,Leaves from the journal of our life in the Highlands, Arthur,Helps,1868-01-01,m,letters and diaries
405,Leaves from the journal of our life in the Highlands, Queen,Victoria,1868-01-01,f,letters and diaries
406,From an island outpost, Mary Ella,Waller,01/01/1914,f,non-fiction
406,From an island outpost, Mary Ella,Waller,01/01/1914,f,travel
406,From an island outpost, Mary Ella,Waller,01/01/1914,f,letters and diaries
407,London days, Arthur,Warren,01/01/1920,m,non-fiction
407,London days, Arthur,Warren,01/01/1920,m,biography and autobiography
407,London days, Arthur,Warren,01/01/1920,m,essays and journals
409,A Memphian's Trip to Europe with Cook's Educational Party, Samuel,Watson,1874-01-01,m,non-fiction
409,A Memphian's Trip to Europe with Cook's Educational Party, Samuel,Watson,1874-01-01,m,travel
410,The heart of a soldier, Lauchlan MacLean,Watt,01/01/1918,m,non-fiction
410,The heart of a soldier, Lauchlan MacLean,Watt,01/01/1918,m,essays and journals
411,The hills of home, Lauchlan MacLean,Watt,01/01/1914,m,non-fiction
411,The hills of home, Lauchlan MacLean,Watt,01/01/1914,m,essays and journals
412,The judge, Rebecca,West,01/01/1922,f,fiction
412,The judge, Rebecca,West,01/01/1922,f,romance
412,The judge, Rebecca,West,01/01/1922,f,humour and satire
413,O'er the Atlantic, William,Whyte,1870-01-01,m,non-fiction
413,O'er the Atlantic, William,Whyte,1870-01-01,m,travel
414,Penelope's Progress, Kate Douglas Smith,Wiggin,1898-01-01,f,fiction
414,Penelope's Progress, Kate Douglas Smith,Wiggin,1898-01-01,f,romance
414,Penelope's Progress, Kate Douglas Smith,Wiggin,1898-01-01,f,travel
415,Autobiography and miscellanea, John Green,Wight,01/01/1912,m,non-fiction
415,Autobiography and miscellanea, John Green,Wight,01/01/1912,m,biography and autobiography
415,Autobiography and miscellanea, John Green,Wight,01/01/1912,m,essays and journals
416,Sketches beyond the sea, Franc Bangs,Wilkie,1879-01-01,m,non-fiction
416,Sketches beyond the sea, Franc Bangs,Wilkie,1879-01-01,m,travel
418,Europe from May to December, Rudolph,Williams,1895-01-01,m,non-fiction
418,Europe from May to December, Rudolph,Williams,1895-01-01,m,travel
419,Old world scenes, Charles,Williams,1867-01-01,m,non-fiction
419,Old world scenes, Charles,Williams,1867-01-01,m,travel
420,John and Betty's Scotch history visit, Margaret,Williamson,01/01/1912,f,fiction
420,John and Betty's Scotch history visit, Margaret,Williamson,01/01/1912,f,children's fiction
421,Famous persons and places, Nathaniel Parker,Willis,1854-01-01,m,non-fiction
421,Famous persons and places, Nathaniel Parker,Willis,1854-01-01,m,essays and journals
421,Famous persons and places, Nathaniel Parker,Willis,1854-01-01,m,history
422,"Wilson's tales of the borders and Scotland, vol. 1", John,Wilson,1857-01-01,m,fiction
422,"Wilson's tales of the borders and Scotland, vol. 1", John,Wilson,1857-01-01,m,myths and legends
422,"Wilson's tales of the borders and Scotland, vol. 1", John,Wilson,1857-01-01,m,humour and satire
423,The Recreations of Christopher North, John,Wilson,1842-01-01,m,fiction
423,The Recreations of Christopher North, John,Wilson,1842-01-01,m,anthology
424,"Essays Critical and Imaginative, vol. 1", John,Wilson,1855-01-01,m,non-fiction
424,"Essays Critical and Imaginative, vol. 1", John,Wilson,1855-01-01,m,short stories
424,"Essays Critical and Imaginative, vol. 1", John,Wilson,1855-01-01,m,essays and journals
425,"Wilson's tales of the borders and Scotland, vol. 4", John,Wilson,1857-01-01,m,fiction
425,"Wilson's tales of the borders and Scotland, vol. 4", John,Wilson,1857-01-01,m,myths and legends
425,"Wilson's tales of the borders and Scotland, vol. 4", John,Wilson,1857-01-01,m,history
426,"Wilson's tales of the borders and Scotland, vol. 6", John,Wilson,1857-01-01,m,fiction
426,"Wilson's tales of the borders and Scotland, vol. 6", John,Wilson,1857-01-01,m,myths and legends
426,"Wilson's tales of the borders and Scotland, vol. 6", John,Wilson,1857-01-01,m,history
427,"Wilson's tales of the borders and Scotland, vol. 2", John,Wilson,1857-01-01,m,fiction
427,"Wilson's tales of the borders and Scotland, vol. 2", John,Wilson,1857-01-01,m,myths and legends
427,"Wilson's tales of the borders and Scotland, vol. 2", John,Wilson,1857-01-01,m,history
428,"Wilson's tales of the borders and Scotland, vol. 3", John,Wilson,1857-01-01,m,fiction
428,"Wilson's tales of the borders and Scotland, vol. 3", John,Wilson,1857-01-01,m,myths and legends
428,"Wilson's tales of the borders and Scotland, vol. 3", John,Wilson,1857-01-01,m,history
429,"Wilson's Tales of the Borders and Scotland, vol. 5", John,Wilson,1857-01-01,m,fiction
429,"Wilson's Tales of the Borders and Scotland, vol. 5", John,Wilson,1857-01-01,m,myths and legends
429,"Wilson's Tales of the Borders and Scotland, vol. 5", John,Wilson,1857-01-01,m,history
430,The Foresters, John,Wilson,1825-01-01,m,fiction
430,The Foresters, John,Wilson,1825-01-01,m,romance
431,"Noctes Ambrosianœ, vol. 3", John,Wilson,1854-01-01,m,fiction
431,"Noctes Ambrosianœ, vol. 3", John,Wilson,1854-01-01,m,short stories
431,"Noctes Ambrosianœ, vol. 3", John,Wilson,1854-01-01,m,essays and journals
432,"Wilson's tales of the borders and Scotland, vol. 7", John,Wilson,1857-01-01,m,fiction
432,"Wilson's tales of the borders and Scotland, vol. 7", John,Wilson,1857-01-01,m,myths and legends
432,"Wilson's tales of the borders and Scotland, vol. 7", John,Wilson,1857-01-01,m,history
433,"Wilson's tales of the borders and Scotland, vol. 11", John,Wilson,1857-01-01,m,fiction
433,"Wilson's tales of the borders and Scotland, vol. 11", John,Wilson,1857-01-01,m,myths and legends
